Job Title,Company Name,Location,Job Link,Job Description,Tech Stack
Data Warehouse Engineer / Developer,Forbes Advisor,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/data-warehouse-engineer-developer-at-forbes-advisor-4114929611,"Company Description Forbes Advisor is a new initiative for consumers under the Forbes Marketplace umbrella that provides journalist- and expert-written insights, news and reviews on all things personal finance, health, business, and everyday life decisions. We do this by providing consumers with the knowledge and research they need to make informed decisions they can feel confident in, so they can get back to doing the things they care about most. If you're looking for challenges and opportunities similar to those of a startup, with the benefits of a seasoned and successful company, then read on: Job Description Roles and Responsibilities: Develop and Design DW Solutions as per industry standards, practices and procedures and attributes of the business intelligence tools and systems. Work on multiple projects as a team member. Develop Data Load jobs / Scripts / Sequence, Reviews and validates data loaded into the data warehouse for accuracy. Responsible for prototyping solutions, preparing test scripts, and conducting tests and data replication, extraction, loading, cleansing, and data modeling for data warehouses. Implement Best Practices in data warehouses and advise users on conflicts and inappropriate data usage. Understand and implement data warehouse development in multi-platform environments. Understand data mining in a data warehouse environment which includes data design, database architecture, metadata, and repository creation. Maintain knowledge of software tools, languages, scripts, and shells that effectively support the data warehouse environment in different operating system environments Requirements: Independently design and implement Data Warehousing solutions, ETL , BI ,Database Good knowledge in DBT. BE / B .Tech / MCA Good to have : Strong verbal and written communications, team collaboration, time management. Primary Skills: Data Warehousing, ETL , BI exposure ,Database Experience in Data Warehouse: 5 to 8 years. Experience in Data Analytics: 2 years Experience in ETL: 3 to 5 years (DBT is an advantage or Informatica, DataStage, , Azure etc.,) Experience in Data Modeling: basic understand Physical and logical models Experience in SQL & Shell Script - Basic knowledge is must Perks: Day off on the 3rd Friday of every month (one long weekend each month) Monthly Wellness Reimbursement Program to promote health well-being Paid paternity and maternity leaves Qualifications Strong exp in DBT. Show more Show less","DBT, Data Modeling, Data Replication, Data Warehousing, ETL, Informatica, SQL"
Data Engineer,Concentrix,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/data-engineer-at-concentrix-4123855186,"Job Title: Data Engineer Job Description We’re Concentrix. A new breed of tech company — Human-centered. Tech-powered. Intelligence-fueled. We create game-changing solutions across the enterprise, that help brands grow across the world and into the future. We are trusted by clients across all major sectors, from up-and-coming success stories to iconic Fortune Global 500 brands in over 70 countries spanning 6 continents. Our game-changers: Challenge Conventions Deliver outcomes unimagined Create experiences that go beyond WOW If this is you, we would love to discuss career opportunities with you. In our Concentrix Catalyst team, you will work with the engine that powers the experience design and engineering capabilities at Concentrix. A leading global solutions company that reimagines everything CX through strategy, talent, and technology. We combine human-centered design, powerful data, and strong tech to accelerate CX transformation at scale. You will be surrounded by the best in the world providing market leading technology and insights to modernize and simplify the customer experience. Within our professional services team, you will deliver strategic consulting, design, advisory services, market research, and contact center analytics that deliver insights to improve outcomes and value for our clients. Hence achieving our vision. Concentrix provides eligible employees with an opportunity to enroll in many benefit programs, generally including private medical plans, great compensation package, retirement savings plans, paid learning days, and flexible workplaces. Specific benefits plans will vary by country/region. We’re a remote-first company looking for the absolute best talent in the world. Experience the power of a game-changing career. Job Description Key Responsibilities: Data Pipeline Development: Design and implement scalable data pipelines to collect, process, and store data for analytic use. Ensure data integrity and consistent data flow across various sources and systems. Automate data loading and transformations using ETL tools and frameworks. Data Architecture & Infrastructure: Develop and optimize data storage solutions, including databases, data warehouses, and data lakes. Implement robust data models and adhere to best practices in data architecture. Collaborate with IT teams to ensure seamless integration and deployment. Collaboration & Support: Work closely with data analysts, data scientists, and business stakeholders to understand data needs. Provide support for data access, data visualization, and reporting tools. Troubleshoot and resolve data-related technical issues swiftly and effectively. Security & Compliance: Ensure all data processes comply with applicable data privacy laws and corporate policies. Implement security measures to protect data assets and prevent unauthorized access. Continuous Improvement: Evaluate new data engineering tools and technologies to enhance data processing capabilities. Proactively identify opportunities to improve data infrastructure and processes. Qualifications: Bachelor’s degree in Computer Science, Engineering, Data Science, or a related field; Master’s degree preferred. Minimum of 3 years of experience in data engineering, data warehousing, or a similar role. Proficiency in programming languages such as Python, Java, or Scala. Experience with ETL tools and cloud platforms (e.g., AWS, Azure, Google Cloud). Strong understanding of SQL and database design concepts. Excellent problem-solving skills and attention to detail. Location: IND Hyderabad Hitech Work-at-Home Language Requirements: Time Type: Full time If you are a California resident, by submitting your information, you acknowledge that you have read and have access to the Job Applicant Privacy Notice for California Residents R1570395 Show more Show less","Data Lake, Data Pipelines, Data Warehousing, ETL, Java, Python, SQL, Scala"
Senior Data Engineer,Cummins Inc.,India,https://in.linkedin.com/jobs/view/senior-data-engineer-at-cummins-inc-4132203197,"Key Responsibilities: Lead Data Engineering Projects: Oversee the development and deployment of end-to-end data ingestion pipelines using Azure Databricks, Apache Spark, and related technologies, ensuring scalability, performance, and efficiency. Design & Architecture: Design high-performance, resilient, and scalable data architectures for data ingestion and processing using best practices for Azure Databricks and Spark. Team Leadership: Provide technical guidance and mentorship to a team of data engineers, fostering a culture of collaboration, continuous learning, and innovation. Collaboration: Work closely with data scientists, business analysts, and other stakeholders to understand data requirements and ensure smooth integration of various data sources into the data lake/warehouse. Optimization & Performance Tuning: Ensure data pipelines are optimized for speed, reliability, and cost efficiency in an Azure environment. Conduct performance tuning, troubleshooting, and debugging of Spark jobs and Databricks clusters. Code Quality & Best Practices: Enforce and advocate for best practices in coding standards, version control, testing, and documentation. Integration with Azure Services: Work with other Azure services such as Azure Data Lake Storage, Azure SQL Data Warehouse, Azure Synapse Analytics, and Azure Blob Storage to integrate data seamlessly. Continuous Improvement: Stay current with industry trends and emerging technologies in the field of data engineering and make recommendations for improvements to the team’s tools and processes. Ensure Data Quality: Implement data validation and data quality checks as part of the data ingestion process to ensure consistency, accuracy, and integrity of ingested data. Risk & Issue Management: Proactively identify risks and blockers and resolve complex technical issues in a timely and effective manner. Qualifications: Education: Bachelor’s or master’s degree in computer science, Information Technology, Engineering, or a related field. Experience: 8+ years of experience in data engineering or a related field. Strong hands-on experience with Azure Databricks , Spark , Python/Scala, CICD, Scripting for data processing and snowflake Experience working in multiple file formats like Parquet , Delta , and Iceberg . Knowledge of Kafka or similar streaming technologies for real-time data ingestion. Experience with data governance and data security in Azure. Proven track record of building large-scale data ingestion and ETL pipelines in cloud environments, specifically Azure. Deep understanding of Azure Data Services (e.g., Azure Blob Storage, Azure Data Lake, Azure SQL Data Warehouse, Event Hubs, Functions etc.). Familiarity with data lakes , data warehouses , and modern data architectures. Experience with CI/CD pipelines , version control (Git), Jenkins and agile methodologies. Understanding of cloud infrastructure and architecture principles (especially within Azure ). Technical Skills: Expert-level proficiency in Spark, SPARK Streaming , including optimization, debugging, and troubleshooting Spark jobs. Solid knowledge of Azure Databricks for scalable, distributed data processing. Strong coding skills in Python and Scala for data processing. Experience working with SQL , especially for large datasets. Knowledge of data formats like Iceberg , Parquet , ORC , and Delta Lake . Leadership Skills: Proven ability to lead and mentor a team of data engineers, ensuring adherence to best practices. Excellent communication skills, capable of interacting with both technical and non-technical stakeholders. Strong problem-solving, analytical, and troubleshooting abilities. Soft Skills: Excellent communication and interpersonal skills. Strong organizational skills with the ability to manage multiple tasks and priorities. Ability to work in a fast-paced, constantly evolving environment. Strong collaborative skills and ability to work effectively across teams. Show more Show less","Azure Data Lake, Azure Databricks, Azure Synapse, Data Governance, Data Lake, Data Pipelines, Data Quality, Databricks, Delta Lake, ELT, ETL, Jenkins, Python, SQL, Scala, Snowflake, Spark"
Software Engineer,Lumenci,India,https://in.linkedin.com/jobs/view/software-engineer-at-lumenci-4050526543,"Responsibilities And Duties Design, develop, and implement scalable and efficient software tools related to AI-powered Lumenci's Platforms, integrating with data pipelines, machine learning models, and data visualization tools. Collaborate with cross-functional teams, including engineering, sales, marketing, product managers, and other stakeholders, to understand business requirements, develop SaaS products, and deliver a smooth user experience with high-end look and feel. Contribute to building a robust product architecture, follow best practices in coding and code reviews, and be familiar with test-driven development. Develop dashboard tools to automate manual processes, build and maintain easy-to-use and powerful web applications. Develop and optimize algorithms for data processing, feature engineering, and model training. Participate in the full software development lifecycle, including requirements gathering, design, coding, testing, deployment, and maintenance. Research and implement state-of-the-art NLP models and techniques to improve the accuracy and performance of AI-powered solutions. Collaborate with the team to develop and maintain reusable NLP components, libraries, and frameworks that can be integrated into various software applications. Participate in the evaluation and selection of NLP tools, libraries, and frameworks that align with the team's goals and requirements. Work with team to ensure high-quality training data for NLP models and provide guidance on annotation best practices and guidelines. Optimize NLP models for scalability, performance, and resource utilization to ensure efficient deployment in production environments. Continuously monitor and maintain deployed NLP models, ensuring their performance, accuracy, and reliability over time. Ensure the quality, performance, and reliability of data-driven software solutions through rigorous testing, debugging, and code reviews. Stay up to date with the latest trends, techniques, and best practices in data science, machine learning, and software engineering. Contribute to the continuous improvement of software development processes, tools, and methodologies. Follow Agile/Scrum methodologies to deliver reliable software through continuous integration and continuous delivery. Expected Competencies And Skills Strong programming skills in Python or C++. Exposure to the latest technologies in AI, ML, and Blockchain. Proficiency in data manipulation, analysis, and visualization using libraries like pandas, NumPy, and Matplotlib. Experience with machine learning frameworks such as scikit-learn, TensorFlow, or PyTorch. Familiarity with databases (e.g., SQL, NoSQL) and data storage technologies. Experience building web applications from scratch. Exposure to web frameworks such as Django. Familiarity with third-party APIs such as Stripe and Sendgrid. Knowledge of cloud computing platforms like AWS, GCP, or Azure. Exposure to DevOps practices and tools (e.g., Docker, Kubernetes). Familiarity with large language models (LLMs) and experience with frameworks like langchain, huggingface, pinecone, openai-api, etc. Understanding of linguistics and language structures. Knowledge of natural language processing (NLP) techniques, such as text classification, named entity recognition, and topic modeling. Experience with text data preprocessing, including tokenization, stemming, and lemmatization. Knowledge of evaluation metrics for NLP tasks (e.g., accuracy, precision, recall, F1-score). Experience with pre-trained language models like BERT, GPT, etc. Familiarity with NLP libraries and tools such as NLTK, spaCy, etc is a plus. Experience with deploying NLP models in production environments. Continuous learning and staying up-to-date with the latest research and advancements in the NLP field. Knowledge of software development best practices, including version control (e.g., Git), testing, and documentation. Excellent problem-solving and analytical skills. Strong communication and collaboration abilities. Education And Experience BTech/ MTech in Computer Science & Engineering 3-5 years of relevant experience in software development as individual contributor Benefits Performance-driven compensation package. Rapid career growth. An ideal candidate would share our way of working. Solve for the Customer: Lumenci is a customer first company, with the focus to create a long-term relationship with our clients. Customer here includes internal employees and candidates who are part of the recruitment process. Quality, Ownership and Accountability: We are passionate about results and take full ownership of our work. We are performance oriented and have a drive for excellence. Collaboration: We encourage collaboration over competition, work in small teams and believe that teams do better than individuals. Growth Mindset: We are adaptable to changing requirements and needs of a dynamic high growth company. We encourage each other to take diverse initiatives and develop new competencies. About Lumenci Lumenci is the technology industry’s most strategic patent monetization partner. We work with the world’s top technology companies, law firms, inventors, and start-ups to find the value in their inventions and help them pursue—and defend—that value throughout the ideation to monetization lifecycle. We help clients convert innovation into patent portfolios and identify their best monetization opportunities. We work with a wide variety of technologies including hardware and software, telecom, networking, and biotech technologies. Lumenci combines technology domain expertise with strategic industry connections to guide towards best route to ROI. From ideation to monetization -- we illuminate the way. Skills: aws,azure,software development,lemmatization,topic modeling,natural language processing,docker,artificial intelligence,python,ml,gcp,kubernetes,tokenization,pytorch,ai,nltk,django,data manipulation,tensorflow,gpt,backend development,scikit-learn,stemming,blockchain,nlp,numpy,sql,named entity recognition,matplotlib,pandas,c++,nosql,git,devops,text classification,machine learning,bert,spacy Show more Show less","Data Pipelines, Docker, Kubernetes, LangChain, Machine Learning, NLTK, Python, SQL, Scala, Scikit-Learn, spaCy"
Data Engineer,Forbes Advisor,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/data-engineer-at-forbes-advisor-4137254913,"Company Description Forbes Advisor is a new initiative for consumers under the Forbes Marketplace umbrella that provides journalist- and expert-written insights, news and reviews on all things personal finance, health, business, and everyday life decisions. We do this by providing consumers with the knowledge and research they need to make informed decisions they can feel confident in, so they can get back to doing the things they care about most. Forbes Advisor is looking to hire a Data Engineer to perform and Build core data products, Promote data-driven culture, Democratize insights through self-service, and Establish a single source of truth in business and customer metrics If you're looking for challenges and opportunities similar to those of a startup, with the benefits of a seasoned and successful company, then read on: Job Description Responsibilities: Assemble large, complex data that meet functional/non-functional business requirements. Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing transformation for greater scalability, etc. Use the infrastructure/services required for optimal extraction, transformation, and loading of data from a wide variety of data sources using GCP and AWS services. Create data for analytics and CRM team members that assist them in building and optimizing our product. Work with stakeholders including the Product, Data and Design teams to assist with data-related technical issues and support their data requirement needs. Requirements: Bachelor’s degree with Minimum 5+ years of experience working in globally distributed teams successfully Must have experience working on Spark, Kafka, and Python Apply experience with cloud storage and computing for data pipelines in GCP (GCS, BQ, composer, etc) Write pipelines in Airflow to orchestrate data pipelines Experience handling data from 3rd party providers: Google Analytics, Google Ads etc. Strong analytic skills related to working with unstructured datasets. Experience in manipulating, processing and extracting value from large disconnected datasets. Experience with software engineering practices in data engineering, e.g. release management, testing, etc and corresponding tooling (dbt, great expectations, …) Basic knowledge on dbt Experience with data governance, privacy and security Basic ML exposure & know-how supporting teams as they migrate through guidelines, support and adherence to good practices. Dynamically adapt to fluid situations to deliver the intended results Strong interpersonal and conflict resolution skills Ability to form productive relationships quickly and create the spheres of influence required for transformational changes Excellent verbal and written communication skills Perks: Day off on the 3rd Friday of every month (one long weekend each month) Monthly Wellness Reimbursement Program to promote health well-being Paid paternity and maternity leaves Responsibilities: Assemble large, complex data that meet functional/non-functional business requirements. Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing transformation for greater scalability, etc. Use the infrastructure/services required for optimal extraction, transformation, and loading of data from a wide variety of data sources using GCP and AWS services. Create data for analytics and CRM team members that assist them in building and optimizing our product. Work with stakeholders including the Product, Data and Design teams to assist with data-related technical issues and support their data requirement needs. Requirements: Bachelor’s degree with Minimum 5+ years of experience working in globally distributed teams successfully Must have experience working on Spark, Kafka, and Python Apply experience with cloud storage and computing for data pipelines in GCP (GCS, BQ, composer, etc) Write pipelines in Airflow to orchestrate data pipelines Experience handling data from 3rd party providers: Google Analytics, Google Ads etc. Strong analytic skills related to working with unstructured datasets. Experience in manipulating, processing and extracting value from large disconnected datasets. Experience with software engineering practices in data engineering, e.g. release management, testing, etc and corresponding tooling (dbt, great expectations, …) Basic knowledge on dbt Experience with data governance, privacy and security Basic ML exposure & know-how supporting teams as they migrate through guidelines, support and adherence to good practices. Dynamically adapt to fluid situations to deliver the intended results Strong interpersonal and conflict resolution skills Ability to form productive relationships quickly and create the spheres of influence required for transformational changes Excellent verbal and written communication skills Perks: Day off on the 3rd Friday of every month (one long weekend each month) Monthly Wellness Reimbursement Program to promote health well-being Paid paternity and maternity leaves Additional Information All your information will be kept confidential according to EEO guidelines. Show more Show less","Cloud Storage, DBT, Data Governance, Data Pipelines, Python, SSIS, Scala, Spark"
Software Engineer,Incubyte,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/software-engineer-at-incubyte-4136013992,"Skills: Software Development, Object-Oriented Design, Version Control, Ruby, Ruby On Rails, Test-Driven Development, Clean Coding, Model-View-Controller (MVC), Job Description Company Description Incubyte is a software engineering company that incubates high-performing software engineering teams for clients. Our goal is to create and release products that are relevant today and in the future. We offer services to quickly launch MVPs, to help scale-up existing products, bring stability and predictability to legacy software, and optimize manual processes. We are a team of Software Craftspeople who embrace eXtreme Programming Practices and believe in total ownership of the SDLC end-to-end. One of our core values is continuous learning & mastery and we strive to find passionate individuals who are eager to grow and succeed with us. Role Description This is a full-time remote role for a Ruby on Rails Developer. As a Ruby on Rails Developer, your day-to-day tasks will involve back-end web development, front-end development, and implementing object-oriented programming (OOP) principles. You will follow test-driven development practices, and add an element of craft to your code. You will collaborate with cross-functional teams to develop and improve software solutions to provide value to your clients on a regular basis. Qualifications Back-End Web Development and Front-End Development skills Strong understanding of Object-Oriented Programming (OOP) principles Experience working within the Model-View-Controller (MVC) framework Familiarity with Test-Driven Development practices Experience with Ruby on Rails Knowledge of HTML, CSS, and JavaScript Excellent problem-solving and debugging skills Strong communication and collaboration abilities Ability to work independently and remotely Experience with agile development methodologies is a plus Bachelor's degree in Computer Science or related field is preferred Show more Show less","Java, JavaScript"
Data Engineer,Recro,India,https://in.linkedin.com/jobs/view/data-engineer-at-recro-4124987850,"Experience: 3+ years Responsibilities: Design, develop, and maintain scalable data pipelines and systems. Implement data integration solutions using Azure Data Factory. Develop and manage data lakes and Azure Data Lake Storage. Ensure data quality and implement data governance policies. Collaborate with data scientists and analysts to provide data solutions. Optimize and manage SQL databases and data warehouses. Integrate Databricks for advanced analytics and data processing. Write complex SQL queries, including joins and indexes, to extract and manipulate data. Required Skills: Azure Data Factory: Experience in building and managing data pipelines. Azure Data Lake Storage : Proficiency in managing large-scale data storage. Databricks: Hands-on experience with data processing and analytics. Microsoft SQL Server: Strong skills in SQL database management. SQL & Python & Pyspark : Expertise in writing and optimizing complex queries. Data Governance: Ensuring data quality and compliance with policies. Performance Tuning: Optimizing data systems for performance and scalability. Collaboration: Working with cross-functional teams to deliver data solutions. Show more Show less","Azure Data Factory, Azure Data Lake, Data Governance, Data Lake, Data Pipelines, Data Quality, Databricks, Pyspark, Python, SQL, SQL Server, Scala, Spark"
Data Engineer,System Soft Technologies,India,https://in.linkedin.com/jobs/view/data-engineer-at-system-soft-technologies-4116573599,"Job Description – Data Engineer System Soft Technologies is a premier technology company providing exceptional consulting services and solutions that drive innovation, enhance business value, and boost competitiveness. For over 25 years, we have built trusted partnerships with our clients, helping us grow into a $200MM+ enterprise. With the collective resources of over 1,200 associates covering the full spectrum of IT expertise, we anticipate and meet the unique needs of our clients, consistently delivering exceptional quality that exceeds expectations. Why System Soft Technologies? At System Soft Technologies, we are united by diversity, inclusion, transparency, respect, integrity, and a deep passion for our clients and team members. Your professional development fuels our growth as we collaborate, share ideas, innovate, and invest in our future together. By building meaningful partnerships with our people, we embrace a common purpose to amplify ambitions, expand horizons, and exceed our goals. This synergy keeps us agile, ahead of the competition, and leaders in our industry. Our continued success starts with you. Job Description: They must have experience with Python, Snowflake and Alteryx. This person will be working in India-standard time hours to cover the time when the US Teams’ are not available. Media experience is nice to have but do prefer at least they come from product-centric companies. Responsibilities: Quality of having a two-person team. Transforming data into a model consumed by Tableau. Ensuring the data model supports application changes. Responsible for pipelines, not Tableau. Problem-solving is key, with a focus on contextual awareness. Brand-new project and solving new problems. Qualifications: Python Snowflake Alteryx Knowledge of AWS Managing access issues via AWS Console Provisions S3 (storage layer) System Soft Technologies is a proud equal employment opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, national origin, disability status, sexual orientation, or any other characteristic protected by law. Show more Show less","Python, Snowflake, Tableau"
Data Engineer,Recro,India,https://in.linkedin.com/jobs/view/data-engineer-at-recro-4124899256,"Role- Azure Data Engineer Notice Period- Immediate/15 Days Location- Remote Experience- 3+ Years We are looking for a skilled Azure Data Engineer with expertise in ETL processes and Python . Key Highlights of the Role: Design and maintain scalable ETL pipelines in the Azure ecosystem. Leverage tools like Azure Data Factory , Databricks , and Synapse Analytics . Develop and optimize data workflows using Python . Ensure data quality, integrity, and performance. Collaborate with cross-functional teams to deliver impactful data solutions. Experience with SQL , data modeling, and schema design required. Bonus: Azure certifications like Azure Data Engineer Associate are a plus! Show more Show less","Azure Data Factory, Data Modeling, Data Quality, Databricks, ETL, Python, SQL, Scala, Schema Design"
Data Engineer,Baker Hughes,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-engineer-at-baker-hughes-4136595404,"Are you passionate to work with the team to create state-of-the-art data and analytics driven solutions? Are you interested in driving business analytics to a new level of predictive analytics while leveraging big data tools and technologies. Join our Data Engineering Team! The Data Engineering team helps solve our customers' toughest challenges; making flights safer, power cheaper, and oil & gas production safer for people and the environment by leveraging data and analytics. The Lead Data Engineer will work with the team to create state-of-the-art data and analytics driven solutions, working across Baker Hughes to drive business analytics to a new level of predictive analytics while leveraging big data tools and technologies. Partner with the best As a Data Engineer, you will be part of a data engineering or cross-disciplinary team on commercially-facing development projects, typically involving large, complex data sets. These teams typically include statisticians, computer scientists, software developers, engineers, product managers, and end users, working in concert with partners in Baker Hughes business units. Potential application areas include remote monitoring and diagnostics across infrastructure and industrial sectors, financial portfolio risk assessment, and operations optimization. As a Data Engineer, you will be responsible for: Performing a variety of data loads & data transformations. Working knowledge of methods for parsing, formatting, & transforming data into units consistent with analytical needs. Demonstrating proficiency in implementation of logical/physical data models that support MDM best practices. Performing integration of multiple data source-formats into master data load. Having Proficiency in the use of at least one ETL tool. Having good communication skills - both oral and written Identifying downstream implications of data loads/migration (e.g., data quality, regulatory, etc). Demonstrating skills in collaborating with different stakeholders, influencing decisions and an ability to take strategic view Fuel your passion To be successful in this role you will: Have a Bachelors Degree with minimum of 2 years of working experience. Have hands on experience working with database technologies, including ETL tools including Databricks Workflows using Pyspark / Python, and an ability to learn new technologies. Have good proficiency in writing and optimizing SQL queries and working with databases. Translates analytics problems into data requirements. Understands logical and physical data models, big data storage architecture, data modeling methodologies, metadata management, master data management, data lineage & data profiling. Understands the technology landscape, up to date on current technology trends and new technology, brings new ideas to the team. Work in a way that works for you We recognize that everyone is different and that the way in which people want to work and deliver at their best is different for everyone too. In this role, we can offer the following flexible working patterns: Working remotely from home or any other work location Working with us Our people are at the heart of what we do at Baker Hughes. We know we are better when all of our people are developed, engaged and able to bring their whole authentic selves to work. We invest in the health and well-being of our workforce, train and reward talent and develop leaders at all levels to bring out the best in each other. Working for you Our inventions have revolutionized energy for over a century. But to keep going forward tomorrow, we know we have to push the boundaries today. We prioritize rewarding those who embrace change with a package that reflects how much we value their input. Join us, and you can expect: Contemporary work-life balance policies and wellbeing activities Comprehensive private medical care options Safety net of life insurance and disability programs Tailored financial programs Additional elected or voluntary benefits About Us: We are an energy technology company that provides solutions to energy and industrial customers worldwide. Built on a century of experience and conducting business in over 120 countries, our innovative technologies and services are taking energy forward – making it safer, cleaner and more efficient for people and the planet. Join Us: Are you seeking an opportunity to make a real difference in a company that values innovation and progress? Join us and become part of a team of people who will challenge and inspire you! Let’s come together and take energy forward. Baker Hughes Company is an Equal Opportunity Employer. Employment decisions are made without regard to race, color, religion, national or ethnic origin, sex, sexual orientation, gender identity or expression, age, disability, protected veteran status or other characteristics protected by law. R136396 Show more Show less","Data Lineage, Data Modeling, Data Quality, Databricks, ETL, Pyspark, Python, SQL, Spark"
Data Engineer (Python),Infraveo Technologies,"Gujarat, India",https://in.linkedin.com/jobs/view/data-engineer-python-at-infraveo-technologies-4132470120,"This is a remote position. We are seeking a Data Engineer (Python) to join our team and help improve our tools, processes, and technical infrastructure. In this role, you will ensure the availability and quality of our data while contributing to the design, implementation, and maintenance of company products. You’ll collaborate across teams to create scalable and optimized software systems and play a key role in refining our development processes. This position offers a unique opportunity to learn and leverage cutting-edge AI development tools to enhance coding efficiency and develop advanced data tools and solutions. Responsibilities: Data Infrastructure: Design, implement, and maintain data pipelines, ensuring data availability, quality, and scalability. Product Development: Build and enhance products using Python, SQL, and modern technologies. AI Integration: Leverage cutting-edge AI tools, including Cursor, ChatGPT, and Claude to improve development processes, automate workflows, and create innovative data solutions. Collaboration: Communicate across departments to design, build, test, and implement new features and enhancements. Code Excellence: Produce quality, testable, and maintainable code while participating in code reviews. Problem Solving: Debug complex issues, interact with stakeholders, and design viable solutions with clear trade-offs. Process Optimization: Contribute to improving development processes, including deployment, on-call systems, and sprint planning. Team Growth: Collaborate within the development team to help each other grow and continuously learn. Stakeholder: Engagement: Partner with analysts, scientists, and IT to ensure alignment and deliver data-driven solutions. Other duties as assigned/necessary. Requirements Technical Tools: Experience with in Python and/or SQL. Experience with Bash, Shell scripting, Big Query, Airflow, and is a plus. Programming: Cleaning data using code-based approach. AI Proficiency: Interest or experience in using AI tools for coding and development of data solutions. Soft Skills: Problem-solving, cross-team collaboration, data storytelling, and stakeholder engagement. Adaptability: Thrives in a fast-paced startup environment and embraces change. Proactivity: Self-directed, organized, and able to prioritize effectively. Collaboration: Ability to work effectively with cross-functional teams. Education & Experience: A bachelor’s degree is required, and a graduate degree is preferred. Relevant experience in data engineering, software development, STEM, or related fields. Strong experience with SQL and Python is highly desirable. Mindset: A passion for innovation, continuous improvement, and delivering high-quality results from messy data. Preferred Qualifications: Familiarity with cloud-based solutions (e.g., Google Cloud Platform, Azure). Experience with ETL processes and tools. Experience building data visualization reports and dashboards. Knowledge of modern data storage solutions and database management systems. Exposure to DevOps practices and tools for deployment and monitoring. Benefits Work Location: Remote 5 days working Show more Show less","Bash, Data Pipelines, ETL, Python, SQL, Scala"
Data Engineer,Baker Hughes,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/data-engineer-at-baker-hughes-4136597326,"Are you passionate to work with the team to create state-of-the-art data and analytics driven solutions? Are you interested in driving business analytics to a new level of predictive analytics while leveraging big data tools and technologies. Join our Data Engineering Team! The Data Engineering team helps solve our customers' toughest challenges; making flights safer, power cheaper, and oil & gas production safer for people and the environment by leveraging data and analytics. The Lead Data Engineer will work with the team to create state-of-the-art data and analytics driven solutions, working across Baker Hughes to drive business analytics to a new level of predictive analytics while leveraging big data tools and technologies. Partner with the best As a Data Engineer, you will be part of a data engineering or cross-disciplinary team on commercially-facing development projects, typically involving large, complex data sets. These teams typically include statisticians, computer scientists, software developers, engineers, product managers, and end users, working in concert with partners in Baker Hughes business units. Potential application areas include remote monitoring and diagnostics across infrastructure and industrial sectors, financial portfolio risk assessment, and operations optimization. As a Data Engineer, you will be responsible for: Performing a variety of data loads & data transformations. Working knowledge of methods for parsing, formatting, & transforming data into units consistent with analytical needs. Demonstrating proficiency in implementation of logical/physical data models that support MDM best practices. Performing integration of multiple data source-formats into master data load. Having Proficiency in the use of at least one ETL tool. Having good communication skills - both oral and written Identifying downstream implications of data loads/migration (e.g., data quality, regulatory, etc). Demonstrating skills in collaborating with different stakeholders, influencing decisions and an ability to take strategic view Fuel your passion To be successful in this role you will: Have a Bachelors Degree with minimum of 2 years of working experience. Have hands on experience working with database technologies, including ETL tools including Databricks Workflows using Pyspark / Python, and an ability to learn new technologies. Have good proficiency in writing and optimizing SQL queries and working with databases. Translates analytics problems into data requirements. Understands logical and physical data models, big data storage architecture, data modeling methodologies, metadata management, master data management, data lineage & data profiling. Understands the technology landscape, up to date on current technology trends and new technology, brings new ideas to the team. Work in a way that works for you We recognize that everyone is different and that the way in which people want to work and deliver at their best is different for everyone too. In this role, we can offer the following flexible working patterns: Working remotely from home or any other work location Working with us Our people are at the heart of what we do at Baker Hughes. We know we are better when all of our people are developed, engaged and able to bring their whole authentic selves to work. We invest in the health and well-being of our workforce, train and reward talent and develop leaders at all levels to bring out the best in each other. Working for you Our inventions have revolutionized energy for over a century. But to keep going forward tomorrow, we know we have to push the boundaries today. We prioritize rewarding those who embrace change with a package that reflects how much we value their input. Join us, and you can expect: Contemporary work-life balance policies and wellbeing activities Comprehensive private medical care options Safety net of life insurance and disability programs Tailored financial programs Additional elected or voluntary benefits About Us: We are an energy technology company that provides solutions to energy and industrial customers worldwide. Built on a century of experience and conducting business in over 120 countries, our innovative technologies and services are taking energy forward – making it safer, cleaner and more efficient for people and the planet. Join Us: Are you seeking an opportunity to make a real difference in a company that values innovation and progress? Join us and become part of a team of people who will challenge and inspire you! Let’s come together and take energy forward. Baker Hughes Company is an Equal Opportunity Employer. Employment decisions are made without regard to race, color, religion, national or ethnic origin, sex, sexual orientation, gender identity or expression, age, disability, protected veteran status or other characteristics protected by law. R136396 Show more Show less","Data Lineage, Data Modeling, Data Quality, Databricks, ETL, Pyspark, Python, SQL, Spark"
